alert_id,asset_type,age_months,last_service_days_ago,fault_code,pressure_psi,temperature_celsius,criticality
ALERT-13876,Rooftop Unit,120,576,FTC-005,142.78522542933155,27.325448108527056,High
ALERT-13877,Boiler,106,599,FTC-003,176.33805275580744,22.209043492480937,High
ALERT-13878,Air Handling Unit,165,470,FTC-004,152.14731276466634,11.822987436963377,High
ALERT-13879,Rooftop Unit,160,474,FTC-001,164.7716938276561,25.01959075185193,High
ALERT-13880,Rooftop Unit,60,162,FTC-006,140.8610251757426,20.63223416912659,High
ALERT-13881,Rooftop Unit,111,464,FTC-003,160.61724698603496,18.627617118146375,High
ALERT-13882,Air Handling Unit,54,591,FTC-004,188.90908271617946,11.6237014656259,High
ALERT-13883,Air Handling Unit,19,534,FTC-002,157.35270274469866,25.929213591736687,High
ALERT-13884,Rooftop Unit,111,617,FTC-004,150.8523752544244,19.443479176503693,High
ALERT-13885,Rooftop Unit,16,88,FTC-006,165.26385434486846,15.521396903260706,Medium
ALERT-13886,Chiller,168,358,FTC-005,122.27811294554049,18.443531497366845,Medium
ALERT-13887,Chiller,162,477,FTC-003,160.95088131391842,20.487758734110137,High
ALERT-13888,Rooftop Unit,103,658,FTC-005,164.7300442579496,22.270380743386017,High
ALERT-13889,Rooftop Unit,108,540,FTC-002,100.59666614158617,22.35890290337453,High
ALERT-13890,Air Handling Unit,139,111,FTC-004,172.96032897982457,24.870733585847002,Medium
ALERT-13891,Chiller,96,528,FTC-003,172.92853382493226,24.43527052078414,High
ALERT-13892,Air Handling Unit,32,574,FTC-004,131.38704847118012,13.73666754926504,Medium
ALERT-13893,Chiller,147,393,FTC-003,127.40957586316088,26.07378706126417,High
ALERT-13894,Rooftop Unit,159,407,FTC-003,146.18169103349817,23.924398317787094,High
ALERT-13895,Chiller,51,318,FTC-001,130.21139540877982,19.932329360596988,High
ALERT-13896,Air Handling Unit,32,92,FTC-006,130.97338398702288,21.72573946187111,High
ALERT-13897,Rooftop Unit,150,147,FTC-001,130.97153477793898,23.5642963749583,High
ALERT-13898,Air Handling Unit,26,690,FTC-001,157.83409106086893,19.856424942321627,High
ALERT-13899,Air Handling Unit,83,706,FTC-003,146.3285248896523,23.824274214478187,High
ALERT-13900,Rooftop Unit,24,501,FTC-003,144.0104560013732,14.948098826476988,Medium
ALERT-13901,Air Handling Unit,13,10,FTC-003,139.13240683907148,19.076403475572256,Medium
ALERT-13902,Chiller,143,617,FTC-002,170.05744135138164,22.447685247532437,High
ALERT-13903,Air Handling Unit,149,425,FTC-003,148.1220746422401,24.811903860579253,High
ALERT-13904,Air Handling Unit,49,437,FTC-001,150.73290194025074,24.509832873394686,High
ALERT-13905,Rooftop Unit,114,712,FTC-005,132.75246072883752,20.41728013607707,High
ALERT-13906,Rooftop Unit,28,114,FTC-004,138.78295205033712,19.926601449985178,Low
ALERT-13907,Rooftop Unit,126,663,FTC-001,153.49840484996793,22.605392909802497,High
ALERT-13908,Air Handling Unit,143,725,FTC-002,156.50392517196144,21.226920190162893,High
ALERT-13909,Rooftop Unit,63,728,FTC-006,155.71594768265297,17.612254645905434,High
ALERT-13910,Air Handling Unit,130,284,FTC-003,129.96235469166132,28.903800229567327,High
ALERT-13911,Rooftop Unit,38,569,FTC-003,171.76821112183302,19.259864327474304,High
ALERT-13912,Chiller,160,308,FTC-001,159.20288622430007,16.70499535781973,High
ALERT-13913,Boiler,137,654,FTC-005,123.4222298065512,23.933238711374244,High
ALERT-13914,Rooftop Unit,123,276,FTC-001,139.9870907703338,21.03518319644416,High
ALERT-13915,Boiler,175,617,FTC-002,132.3695837421493,26.35092856022634,High
ALERT-13916,Rooftop Unit,167,100,FTC-004,161.6455728062735,17.818431720739667,Medium
ALERT-13917,Rooftop Unit,80,107,FTC-004,135.80601959868596,13.383873912492446,Medium
ALERT-13918,Boiler,167,127,FTC-004,172.3352437747224,24.75928762438517,Medium
ALERT-13919,Chiller,55,327,FTC-003,141.26121678366485,20.057270950428133,High
ALERT-13920,Rooftop Unit,157,605,FTC-005,140.00266867646675,21.777219346724976,High
ALERT-13921,Air Handling Unit,157,474,FTC-001,122.47725158473263,21.93998827724431,High
ALERT-13922,Rooftop Unit,54,729,FTC-004,155.90684585550954,27.34449587042875,Medium
ALERT-13923,Rooftop Unit,45,496,FTC-003,173.0837455855265,27.195706202183775,High
ALERT-13924,Air Handling Unit,100,461,FTC-002,129.30907574808106,27.83871619460766,High
ALERT-13925,Rooftop Unit,28,447,FTC-001,168.25691751009578,28.438218100348536,High
ALERT-13926,Chiller,172,385,FTC-004,138.6549965518679,15.110712259130334,High
ALERT-13927,Rooftop Unit,82,180,FTC-005,147.92694567098047,20.663166889062616,Medium
ALERT-13928,Air Handling Unit,152,193,FTC-005,150.72498432945036,12.730389708271382,Medium
ALERT-13929,Rooftop Unit,65,669,FTC-006,147.54818250341165,23.96310620747396,High
ALERT-13930,Rooftop Unit,113,491,FTC-002,134.20887569706693,19.80950338084208,High
ALERT-13931,Air Handling Unit,3,89,FTC-002,153.590554431201,23.601574031062476,Medium
ALERT-13932,Rooftop Unit,58,129,FTC-005,134.9924497633534,29.865917377945266,Medium
ALERT-13933,Rooftop Unit,103,326,FTC-003,158.46226540893096,21.398696957899055,High
ALERT-13934,Air Handling Unit,65,229,FTC-006,202.59974265711762,21.43996101264018,High
ALERT-13935,Air Handling Unit,140,317,FTC-005,153.5381645434238,15.990876605920677,Medium
ALERT-13936,Air Handling Unit,41,260,FTC-004,150.85198228012473,23.306311277722852,Medium
ALERT-13937,Air Handling Unit,132,317,FTC-001,123.62664053373915,26.450437049332816,High
ALERT-13938,Air Handling Unit,177,180,FTC-006,151.38790534758553,26.613638419521493,High
ALERT-13939,Rooftop Unit,37,691,FTC-003,151.15393221960196,17.959901568278394,High
ALERT-13940,Boiler,179,239,FTC-001,163.06274860941838,28.026518350469622,High
ALERT-13941,Chiller,20,367,FTC-001,153.8055556632873,30.48476203112684,High
ALERT-13942,Rooftop Unit,87,283,FTC-004,137.26541858894393,25.95790186707962,Medium
ALERT-13943,Chiller,117,563,FTC-002,134.4233013464449,24.132438411754002,High
ALERT-13944,Boiler,82,528,FTC-004,166.73164172229136,26.301190818344367,Medium
ALERT-13945,Boiler,164,541,FTC-003,138.72532776520956,28.79618037419421,High
ALERT-13946,Rooftop Unit,155,530,FTC-004,153.7874158441373,26.246759033872017,High
ALERT-13947,Air Handling Unit,129,45,FTC-002,148.21282950338968,22.55936007619742,High
ALERT-13948,Rooftop Unit,43,370,FTC-001,167.85286510860445,24.504471658945693,High
ALERT-13949,Boiler,63,55,FTC-002,148.33659098535006,23.941875616767277,High
ALERT-13950,Rooftop Unit,85,66,FTC-001,159.03489255599783,28.343435389670212,High
ALERT-13951,Chiller,164,122,FTC-003,162.07299735728802,18.885065385501576,High
ALERT-13952,Air Handling Unit,153,138,FTC-001,147.96028975077712,19.343315504765766,High
ALERT-13953,Air Handling Unit,109,4,FTC-005,160.19104013987845,24.582663159142804,Medium
ALERT-13954,Boiler,122,518,FTC-002,124.92460751481512,19.420787460073914,High
ALERT-13955,Chiller,101,174,FTC-005,185.4929188698373,25.00655398565294,Medium
ALERT-13956,Chiller,137,231,FTC-005,159.9283734720587,28.359761962214023,Medium
ALERT-13957,Chiller,168,78,FTC-004,162.60060676756981,17.09460090823573,Medium
ALERT-13958,Boiler,179,691,FTC-001,144.85584211452252,17.80384049019603,High
ALERT-13959,Rooftop Unit,32,384,FTC-003,144.65487255027793,20.508777097905014,Medium
ALERT-13960,Boiler,39,163,FTC-005,141.99214526538606,23.737359536392294,Low
ALERT-13961,Rooftop Unit,54,86,FTC-006,154.0526518556989,13.459373378239018,High
ALERT-13962,Rooftop Unit,41,59,FTC-003,138.7380659613425,28.212706286533926,Medium
ALERT-13963,Chiller,68,376,FTC-006,147.61527994261172,19.851955782666423,High
ALERT-13964,Rooftop Unit,133,451,FTC-005,165.51574838478504,28.00281820303844,Medium
ALERT-13965,Rooftop Unit,177,680,FTC-002,142.57098574032884,20.39957399514176,High
ALERT-13966,Air Handling Unit,136,77,FTC-003,126.55033911078272,19.70995145664458,High
ALERT-13967,Rooftop Unit,64,62,FTC-003,139.64815288292104,20.878159820265722,Medium
ALERT-13968,Air Handling Unit,140,154,FTC-003,136.78753056791786,24.01973907077686,High
ALERT-13969,Air Handling Unit,125,497,FTC-001,146.42862967301295,18.712633358223236,High
ALERT-13970,Air Handling Unit,45,43,FTC-003,132.08727115036146,19.52802876115291,Medium
ALERT-13971,Air Handling Unit,69,663,FTC-002,140.75277988572944,22.292809946021823,High
ALERT-13972,Air Handling Unit,46,355,FTC-003,178.69693238771063,25.779304678306612,Medium
ALERT-13973,Rooftop Unit,139,150,FTC-003,162.112432747903,24.54889315489429,High
ALERT-13974,Rooftop Unit,59,270,FTC-005,150.031942755395,14.105984090303402,Medium
ALERT-13975,Rooftop Unit,160,612,FTC-006,160.97590955552747,19.441646521471473,High
ALERT-13976,Chiller,46,430,FTC-001,171.4613004954603,24.601097237201106,High
ALERT-13977,Rooftop Unit,127,340,FTC-003,154.394464714212,18.386587485581142,High
ALERT-13978,Air Handling Unit,79,539,FTC-006,147.01116276654156,18.644003827203598,High
ALERT-13979,Chiller,130,604,FTC-006,130.77971318752515,17.612427563295228,High
ALERT-13980,Air Handling Unit,67,367,FTC-004,120.58618449057285,17.660603195122825,Medium
ALERT-13981,Air Handling Unit,30,379,FTC-004,131.49140313222037,17.927401033872098,Medium
ALERT-13982,Rooftop Unit,38,337,FTC-001,155.42904475009152,20.09041671271858,High
ALERT-13983,Rooftop Unit,62,394,FTC-005,153.37612596244946,22.884527068872817,Medium
ALERT-13984,Rooftop Unit,94,375,FTC-001,143.66632192400087,20.325262245090915,High
ALERT-13985,Air Handling Unit,73,184,FTC-006,166.48355645520547,20.806027770223025,High
ALERT-13986,Air Handling Unit,25,61,FTC-004,137.26105709218518,24.670163927168524,Low
ALERT-13987,Air Handling Unit,75,320,FTC-004,136.6358941948353,15.290014170718715,Medium
ALERT-13988,Boiler,119,72,FTC-004,161.98082233408687,21.59999618181493,Medium
ALERT-13989,Air Handling Unit,103,163,FTC-001,194.1379843795008,21.164472730490747,High
ALERT-13990,Air Handling Unit,27,130,FTC-002,152.15123118411208,19.03243222624624,High
ALERT-13991,Rooftop Unit,59,319,FTC-003,179.15622002611548,21.260650771294202,Medium
ALERT-13992,Air Handling Unit,107,614,FTC-005,174.6054095792572,24.855958469473144,High
ALERT-13993,Rooftop Unit,42,213,FTC-006,145.4121556928477,18.22625247949235,High
ALERT-13994,Boiler,158,451,FTC-003,145.02623178135264,31.218366733000632,High
ALERT-13995,Chiller,30,38,FTC-002,138.34748284142339,22.895184944193932,Medium
ALERT-13996,Air Handling Unit,110,350,FTC-002,197.02509783299305,24.093562183756752,High
ALERT-13997,Rooftop Unit,105,185,FTC-005,119.24080537947948,24.991429066624022,Medium
ALERT-13998,Air Handling Unit,137,371,FTC-004,136.7530154544271,16.579753939432578,Medium
ALERT-13999,Rooftop Unit,83,224,FTC-006,157.24063010894858,24.87470743615802,High
ALERT-14000,Air Handling Unit,54,648,FTC-001,138.33102870334776,21.016964169243796,High
ALERT-14001,Chiller,143,161,FTC-003,167.8556140406095,19.749959607239852,High
ALERT-14002,Air Handling Unit,102,341,FTC-006,143.68519627750138,18.693784381256194,High
ALERT-14003,Boiler,66,448,FTC-002,125.24162019633707,21.861078945556994,High
ALERT-14004,Chiller,174,609,FTC-001,144.51060854096048,20.73363672520705,High
ALERT-14005,Air Handling Unit,25,416,FTC-003,174.29005696843873,22.13142027412869,Medium
ALERT-14006,Air Handling Unit,125,715,FTC-003,155.4146090962271,21.054248060773663,High
ALERT-14007,Rooftop Unit,118,339,FTC-006,164.86692382288985,24.057557921037027,High
ALERT-14008,Air Handling Unit,153,722,FTC-001,164.9165288182469,24.592293156359656,High
ALERT-14009,Rooftop Unit,58,430,FTC-004,180.23935139998275,24.260481490088726,Medium
ALERT-14010,Air Handling Unit,144,246,FTC-005,153.85622390877865,17.369612518790987,Medium
ALERT-14011,Boiler,79,210,FTC-001,176.61961289872878,21.51329792004723,High
ALERT-14012,Air Handling Unit,178,218,FTC-003,110.97949073488645,19.02879052474765,High
ALERT-14013,Air Handling Unit,34,93,FTC-001,156.95035586303626,21.464264750761938,Medium
ALERT-14014,Chiller,55,7,FTC-004,182.14276277296253,32.792647109594036,Medium
ALERT-14015,Air Handling Unit,100,698,FTC-003,125.11815589253222,18.921058329150497,High
ALERT-14016,Air Handling Unit,6,67,FTC-001,93.08430392766046,28.340429791467766,High
ALERT-14017,Chiller,119,679,FTC-001,161.58751924549944,15.065210493393268,High
ALERT-14018,Air Handling Unit,133,208,FTC-004,141.78085945926082,28.509396787737447,Medium
ALERT-14019,Rooftop Unit,160,140,FTC-003,148.51203205213537,21.839170197949226,High
ALERT-14020,Air Handling Unit,145,392,FTC-004,157.6843860142826,19.69401544423497,High
ALERT-14021,Air Handling Unit,107,522,FTC-005,168.66058557198946,20.22447296230144,High
ALERT-14022,Air Handling Unit,162,426,FTC-005,150.32433909277682,22.8085069737905,High
ALERT-14023,Rooftop Unit,127,444,FTC-006,174.9427639765109,26.950034522396386,High
ALERT-14024,Air Handling Unit,153,43,FTC-003,157.0251822193094,14.554734717857432,High
ALERT-14025,Air Handling Unit,127,647,FTC-002,175.42129096819193,19.25893090214324,High
ALERT-14026,Air Handling Unit,173,501,FTC-001,177.4099455238904,24.18704481658323,High
ALERT-14027,Boiler,93,217,FTC-001,172.70679062182361,18.49391409953405,High
ALERT-14028,Boiler,134,417,FTC-004,110.20415778915088,21.391865474648977,High
ALERT-14029,Chiller,25,661,FTC-001,153.30131352667183,21.144446238949136,High
ALERT-14030,Air Handling Unit,6,39,FTC-005,147.49940276908714,23.618311767951813,Low
ALERT-14031,Boiler,122,276,FTC-004,148.20056822073528,21.02652810215919,Medium
ALERT-14032,Chiller,124,62,FTC-004,168.65140005813004,11.326775152265252,Medium
ALERT-14033,Chiller,135,698,FTC-001,143.1284883799047,24.80087413953464,High
ALERT-14034,Air Handling Unit,165,255,FTC-003,159.53348189903653,28.126612852655434,High
ALERT-14035,Rooftop Unit,39,576,FTC-001,155.6616557235537,21.010614970445527,High
ALERT-14036,Rooftop Unit,178,24,FTC-005,131.27002455132063,30.58150561726573,Medium
ALERT-14037,Chiller,123,486,FTC-001,175.41365739557514,28.282319039254908,High
ALERT-14038,Chiller,48,518,FTC-002,150.2683557694738,23.956523744037806,High
ALERT-14039,Chiller,164,246,FTC-001,157.35545726675932,21.326963933548146,High
ALERT-14040,Rooftop Unit,45,30,FTC-005,142.76389716207808,24.23110038688217,Low
ALERT-14041,Rooftop Unit,124,489,FTC-001,147.68617232052335,22.61120850857499,High
ALERT-14042,Rooftop Unit,87,457,FTC-002,121.49924103433273,22.228599117374586,High
ALERT-14043,Boiler,44,248,FTC-006,138.33371599651312,25.76152447102679,High
ALERT-14044,Rooftop Unit,64,302,FTC-001,163.88000642339176,23.590619038438415,High
ALERT-14045,Chiller,121,114,FTC-005,143.8439337676899,17.80892758117817,Medium
ALERT-14046,Boiler,157,729,FTC-002,138.20308245339683,16.917299181876334,High
ALERT-14047,Air Handling Unit,158,145,FTC-002,192.20122825764852,14.587978047232228,High
ALERT-14048,Boiler,121,519,FTC-001,169.10887224428092,20.736529007029322,High
ALERT-14049,Air Handling Unit,31,12,FTC-006,150.99371411340795,20.28209707183336,Medium
ALERT-14050,Air Handling Unit,149,10,FTC-003,131.6153333300954,27.147049245924876,High
ALERT-14051,Rooftop Unit,52,282,FTC-001,167.19919453083278,26.38087735012727,High
ALERT-14052,Rooftop Unit,172,676,FTC-003,126.72108817859342,24.206350237032066,High
ALERT-14053,Air Handling Unit,93,436,FTC-006,133.36312166912754,25.91906876175944,High
ALERT-14054,Boiler,38,720,FTC-005,127.66742170327521,15.850021970483407,Medium
ALERT-14055,Rooftop Unit,141,93,FTC-005,152.2593684333624,21.834900051955792,Medium
ALERT-14056,Rooftop Unit,134,600,FTC-005,134.8196332212464,15.933591803888662,High
ALERT-14057,Air Handling Unit,68,373,FTC-006,159.01569536615725,20.091164624999006,High
ALERT-14058,Chiller,150,555,FTC-002,129.92788817880137,28.71516462595954,High
ALERT-14059,Rooftop Unit,43,205,FTC-003,148.66003627919434,26.597368709005394,Medium
ALERT-14060,Chiller,88,500,FTC-001,166.43610443841914,13.753038611361717,High
ALERT-14061,Chiller,165,246,FTC-002,156.19182497204136,18.869386697277438,High
ALERT-14062,Rooftop Unit,127,82,FTC-005,154.23528763335034,22.326783332031976,Medium
ALERT-14063,Boiler,37,183,FTC-003,150.47848491545733,24.70662387795094,Medium
ALERT-14064,Rooftop Unit,136,170,FTC-002,164.11233816522056,21.457343375800644,High
ALERT-14065,Rooftop Unit,96,584,FTC-006,135.7859537433139,25.48775025646614,High
ALERT-14066,Boiler,125,721,FTC-001,99.08178722904609,15.18853361378472,High
ALERT-14067,Rooftop Unit,102,238,FTC-004,140.79824576751312,22.91067127058118,Medium
ALERT-14068,Chiller,24,699,FTC-002,139.67567315246242,29.781794069552596,High
ALERT-14069,Rooftop Unit,44,377,FTC-005,174.9090763096855,27.702910465343685,Medium
ALERT-14070,Chiller,21,195,FTC-004,146.23126038161783,20.448366576041227,Low
ALERT-14071,Air Handling Unit,125,5,FTC-002,162.07209912706557,28.812933285329866,High
ALERT-14072,Air Handling Unit,128,496,FTC-002,138.27329422336086,27.760161999137573,High
ALERT-14073,Rooftop Unit,83,214,FTC-006,157.04532274448016,15.453701650487586,High
ALERT-14074,Air Handling Unit,60,539,FTC-003,147.4793734087562,17.004775211145823,High
ALERT-14075,Air Handling Unit,63,78,FTC-002,155.1181197659772,19.564033499353812,High
ALERT-14076,Rooftop Unit,39,118,FTC-003,129.56888903227699,17.063602330013666,Medium
ALERT-14077,Rooftop Unit,56,670,FTC-004,131.1364147909203,22.211786152144708,Medium
ALERT-14078,Chiller,66,269,FTC-006,152.16511655747567,16.645233608680194,High
ALERT-14079,Chiller,36,377,FTC-002,132.82859976741184,14.440144513505622,High
ALERT-14080,Rooftop Unit,153,489,FTC-003,158.75939696481365,24.760403197735606,High
ALERT-14081,Air Handling Unit,8,104,FTC-006,153.51722271981265,15.979122800900269,Medium
ALERT-14082,Air Handling Unit,140,629,FTC-001,105.43731331455717,16.466899567744253,High
ALERT-14083,Air Handling Unit,163,129,FTC-006,158.3956051587561,15.862819067454076,High
ALERT-14084,Rooftop Unit,165,215,FTC-003,183.36369880970108,20.99598418621964,High
ALERT-14085,Boiler,94,347,FTC-005,161.31441521168014,26.208749013936476,Medium
ALERT-14086,Rooftop Unit,50,45,FTC-001,173.74299189921373,21.353427494701137,Medium
ALERT-14087,Rooftop Unit,78,650,FTC-003,130.36536571599697,17.032010730174672,High
ALERT-14088,Air Handling Unit,95,643,FTC-006,160.6180327790862,26.200043870526027,High
ALERT-14089,Boiler,87,179,FTC-003,114.88812981471263,18.335699561346477,High
ALERT-14090,Air Handling Unit,109,411,FTC-003,151.6286345974506,20.056598343140433,High
ALERT-14091,Rooftop Unit,51,690,FTC-001,161.35067854706105,12.518321410667268,High
ALERT-14092,Air Handling Unit,83,65,FTC-004,150.2611725669971,22.232944208099642,Medium
ALERT-14093,Rooftop Unit,48,312,FTC-001,172.3427561183879,21.459474592961236,High
ALERT-14094,Air Handling Unit,39,8,FTC-001,197.14132610631626,24.881897449401098,High
ALERT-14095,Chiller,40,508,FTC-002,162.43047350266127,26.664300088200132,High
ALERT-14096,Rooftop Unit,171,18,FTC-006,138.89530522767194,30.156780807674465,High
ALERT-14097,Rooftop Unit,145,148,FTC-004,149.74577796301696,18.142277361356342,Medium
ALERT-14098,Air Handling Unit,117,321,FTC-003,143.89073606584873,19.688899320553062,High
ALERT-14099,Rooftop Unit,176,594,FTC-001,119.24413003630201,17.19289372866661,High
ALERT-14100,Chiller,72,238,FTC-002,154.6858897993384,19.08617352244349,High
ALERT-14101,Chiller,129,341,FTC-004,139.92487888070315,17.908079072236486,Medium
ALERT-14102,Air Handling Unit,98,353,FTC-004,138.94867036718244,22.94067117725848,Medium
ALERT-14103,Rooftop Unit,147,234,FTC-002,186.42349045321535,16.70253097363573,High
ALERT-14104,Chiller,130,236,FTC-003,170.95997902323083,17.855236809876907,High
ALERT-14105,Air Handling Unit,118,238,FTC-002,138.61128151169822,21.457407017898863,High
ALERT-14106,Rooftop Unit,89,545,FTC-004,139.35993434302824,23.945526398872342,High
ALERT-14107,Air Handling Unit,145,138,FTC-002,158.58788556505692,16.50015773682381,High
ALERT-14108,Chiller,23,214,FTC-006,161.9068973054295,16.658511012917078,High
ALERT-14109,Air Handling Unit,106,285,FTC-001,158.71985120345394,14.769386490056135,High
ALERT-14110,Air Handling Unit,29,691,FTC-002,132.5744912939462,21.842290845510746,High
ALERT-14111,Rooftop Unit,125,646,FTC-003,148.72127437857517,23.04665178385309,High
ALERT-14112,Air Handling Unit,32,543,FTC-002,177.3696794091082,26.446809133628534,High
ALERT-14113,Rooftop Unit,37,579,FTC-005,139.09392251369357,18.7882866196817,Medium
ALERT-14114,Boiler,90,198,FTC-004,176.3726276162622,20.90308452686836,Medium
ALERT-14115,Chiller,74,79,FTC-002,137.45182046894192,28.29759420540787,High
ALERT-14116,Boiler,40,632,FTC-006,144.01567805320835,19.771708576260203,High
ALERT-14117,Air Handling Unit,111,145,FTC-006,151.58913014491245,23.38961179190956,High
ALERT-14118,Rooftop Unit,121,623,FTC-001,142.29021223993016,13.764522231040026,High
ALERT-14119,Rooftop Unit,130,587,FTC-002,149.51318989552004,22.12275554919963,High
ALERT-14120,Boiler,164,632,FTC-003,155.246013495818,22.63670601453329,High
ALERT-14121,Chiller,15,318,FTC-006,158.9079632929947,19.329624596006223,High
ALERT-14122,Air Handling Unit,21,554,FTC-004,151.91490453448571,23.19459250017538,Medium
ALERT-14123,Boiler,109,516,FTC-002,163.33011331643542,22.90373173638791,High
ALERT-14124,Rooftop Unit,30,341,FTC-002,179.4204297202437,31.073206577351918,High
ALERT-14125,Rooftop Unit,130,432,FTC-005,133.93377009782014,21.14227371522635,Medium
ALERT-14126,Air Handling Unit,152,28,FTC-002,144.36040568362571,18.489573211143608,High
ALERT-14127,Air Handling Unit,50,509,FTC-004,170.11469669975045,13.528996333177812,Medium
ALERT-14128,Air Handling Unit,52,273,FTC-005,206.73606907719653,20.15919151561438,Medium
ALERT-14129,Rooftop Unit,28,140,FTC-002,157.96767743183406,15.414730874124421,High
ALERT-14130,Rooftop Unit,61,720,FTC-006,156.16983182085465,27.580619196657455,High
ALERT-14131,Air Handling Unit,43,648,FTC-005,151.79812888021598,28.175603279818773,Medium
ALERT-14132,Rooftop Unit,39,391,FTC-001,161.71179972390038,24.473797561111855,High
ALERT-14133,Rooftop Unit,50,271,FTC-001,136.44380022961928,17.561807555343762,High
ALERT-14134,Chiller,16,460,FTC-001,129.68389127967248,27.050207096305723,High
ALERT-14135,Rooftop Unit,118,665,FTC-006,158.52982964168027,23.266769160757566,High
ALERT-14136,Air Handling Unit,73,411,FTC-001,120.63455205663907,24.3025844558842,High
ALERT-14137,Air Handling Unit,26,495,FTC-001,139.78955550411067,20.59695785326615,High
ALERT-14138,Air Handling Unit,149,165,FTC-003,170.86472596877314,23.546901183216214,High
ALERT-14139,Air Handling Unit,85,321,FTC-002,152.84570367961024,17.83483056307575,High
ALERT-14140,Air Handling Unit,62,593,FTC-005,145.20708780346263,14.801841433806075,Medium
ALERT-14141,Boiler,99,281,FTC-002,142.19526082520386,20.179561330306296,High
ALERT-14142,Rooftop Unit,156,352,FTC-005,176.96488308135932,23.05758986115264,Medium
ALERT-14143,Rooftop Unit,153,112,FTC-003,105.26549581950431,24.1366234575444,High
ALERT-14144,Rooftop Unit,141,578,FTC-004,130.46623811681377,15.56822205905407,High
ALERT-14145,Rooftop Unit,57,312,FTC-003,134.41899905778538,18.886624539371624,High
ALERT-14146,Boiler,147,65,FTC-003,193.6128650994073,22.308221925566187,High
ALERT-14147,Rooftop Unit,107,362,FTC-006,174.32069175441987,19.947417370981718,High
ALERT-14148,Rooftop Unit,99,160,FTC-002,137.1587908651935,20.902100311980696,High
ALERT-14149,Rooftop Unit,43,91,FTC-005,140.13604985220005,21.82012908135541,Low
ALERT-14150,Rooftop Unit,28,348,FTC-003,178.39352378428916,22.325578443842762,Medium
ALERT-14151,Boiler,116,122,FTC-006,123.06170373662717,22.802275099772753,High
ALERT-14152,Rooftop Unit,43,523,FTC-002,148.93725006767022,20.29046078799801,High
ALERT-14153,Boiler,159,523,FTC-004,131.26877111847904,19.28642321572601,High
ALERT-14154,Rooftop Unit,45,299,FTC-006,115.29908521742418,24.398239232191536,High
ALERT-14155,Rooftop Unit,98,548,FTC-001,129.0239815754537,21.68711565853147,High
ALERT-14156,Rooftop Unit,54,169,FTC-003,156.06314329523013,27.80977124407817,Medium
ALERT-14157,Rooftop Unit,175,505,FTC-003,105.4523229285986,18.775213260117347,High
ALERT-14158,Rooftop Unit,64,180,FTC-006,144.25307779766058,24.800859818781287,High
ALERT-14159,Air Handling Unit,15,346,FTC-006,157.36404694013487,16.57299817657387,High
ALERT-14160,Air Handling Unit,162,28,FTC-002,175.92406804581628,21.462787420349265,High
ALERT-14161,Air Handling Unit,112,300,FTC-004,115.5609308891697,23.586392888739805,High
ALERT-14162,Rooftop Unit,33,139,FTC-001,158.59943284128298,18.30311776976553,Medium
ALERT-14163,Rooftop Unit,136,243,FTC-006,166.95132503229343,18.853179176947464,High
ALERT-14164,Rooftop Unit,5,109,FTC-004,114.41891038664517,20.055864145579832,Medium
ALERT-14165,Rooftop Unit,33,212,FTC-004,155.60012529888616,25.460281396181234,Medium
ALERT-14166,Air Handling Unit,175,317,FTC-005,152.26145864570393,20.029467751899325,High
ALERT-14167,Air Handling Unit,33,679,FTC-005,149.0078790742876,21.48767518832912,Medium
ALERT-14168,Rooftop Unit,152,685,FTC-006,139.16483493856052,23.756622809777348,High
ALERT-14169,Chiller,46,460,FTC-005,169.00618409900883,23.33220637774219,Medium
ALERT-14170,Chiller,39,280,FTC-003,167.94474035794002,15.763674406666064,Medium
ALERT-14171,Rooftop Unit,98,489,FTC-005,157.29821082873312,18.63224497950184,Medium
ALERT-14172,Rooftop Unit,36,230,FTC-002,187.4911370225624,22.484006094249175,High
ALERT-14173,Boiler,176,579,FTC-004,158.7223198679441,12.278453556489781,High
ALERT-14174,Rooftop Unit,159,15,FTC-006,149.2799313476859,25.81569072517789,High
ALERT-14175,Boiler,75,667,FTC-003,142.15517479235058,23.329340488897834,High
ALERT-14176,Air Handling Unit,114,583,FTC-004,124.95159363370283,18.469286826817005,High
ALERT-14177,Boiler,179,504,FTC-005,171.27652076588294,23.179371037984858,High
ALERT-14178,Rooftop Unit,35,121,FTC-001,171.73424576831766,23.008022439215686,High
ALERT-14179,Air Handling Unit,41,234,FTC-003,158.6301198063021,26.503081893004822,Medium
ALERT-14180,Rooftop Unit,144,193,FTC-004,148.41325156142014,26.43348579610842,Medium
ALERT-14181,Boiler,115,587,FTC-001,138.7045246064384,24.01532780380456,High
ALERT-14182,Air Handling Unit,44,428,FTC-004,165.25742721514627,28.36559774181839,Medium
ALERT-14183,Boiler,105,574,FTC-006,141.0406598428391,19.89649115773058,High
ALERT-14184,Air Handling Unit,160,148,FTC-002,155.53108074946772,25.692635342984968,High
ALERT-14185,Rooftop Unit,23,497,FTC-005,137.0356806762683,20.334514673892162,Medium
ALERT-14186,Rooftop Unit,77,425,FTC-006,169.62943850164223,30.432267928027983,High
ALERT-14187,Air Handling Unit,176,107,FTC-002,170.44600440925313,25.081034302884962,High
ALERT-14188,Air Handling Unit,7,61,FTC-002,158.69829539947546,24.189893329053106,Medium
